payment_id,policy_id,payment_date,payment_amount,payment_type
695,688,2023-11-17,1175.04,Premium
696,575,2024-04-25,1174.85,Premium
697,296,2021-08-31,1309.55,Refund
698,1108,2020-08-11,1100.85,Premium
699,1039,2020-02-17,1125.6,Premium
700,1158,2021-10-04,1416.08,Premium
701,478,2025-09-01,767.23,Premium
702,633,2025-04-06,700.49,Premium
703,319,2025-07-23,584.93,Premium
704,479,2021-11-08,1064.02,Premium
705,368,2020-11-02,351.19,Claim Payout
706,367,2025-07-06,1161.75,Premium
707,378,2023-08-06,961.78,Premium
708,463,2022-09-13,1397.12,Premium
709,13,2023-09-17,764.83,Premium
710,536,2023-02-13,928.84,Premium
711,1192,2020-07-25,1392.77,Refund
712,270,2025-09-07,1484.1,Claim Payout
713,1094,2022-07-01,761.95,Premium
714,376,2024-03-30,1063.62,Premium
715,1113,2024-07-09,1103.05,Premium
716,257,2022-08-20,1130.78,Premium
717,217,2020-11-18,908.1,Premium
718,450,2025-02-23,1448.48,Premium
719,894,2024-12-24,338.6,Premium
720,1165,2025-01-09,852.6,Premium
721,1185,2020-12-26,1156.78,Refund
722,32,2025-08-03,1160.03,Refund
723,1176,2025-01-05,1473.47,Premium
724,610,2023-07-18,1419.38,Premium
725,917,2021-05-01,900.06,Claim Payout
726,542,2025-07-30,1454.95,Premium
727,148,2020-03-13,750.09,Claim Payout
728,656,2021-02-24,1325.81,Premium
729,67,2024-07-10,1633.68,Premium
730,570,2024-08-15,1425.23,Premium
731,748,2020-05-26,1037.02,Claim Payout
732,443,2020-01-01,883.88,Premium
733,897,2021-01-07,464.99,Premium
734,399,2023-06-01,1108.69,Premium
735,1152,2025-09-13,609.67,Claim Payout
736,482,2022-04-27,722.4,Claim Payout
737,948,2025-02-11,583.24,Claim Payout
738,186,2023-10-28,838.86,Claim Payout
739,169,2024-01-28,990.21,Premium
740,507,2020-08-10,1095.77,Premium
741,521,2022-07-02,789.82,Premium
742,161,2025-02-04,1374.25,Premium
743,340,2023-09-21,927.13,Refund
744,1130,2025-04-21,724.3,Claim Payout
745,704,2024-01-28,1079.2,Premium
746,1177,2025-01-27,1687.24,Premium
747,823,2021-04-12,1117.31,Claim Payout
748,785,2021-02-03,873.0,Premium
749,1173,2022-06-27,465.39,Premium
750,131,2020-01-09,923.21,Premium
751,516,2023-10-30,1082.22,Premium
752,536,2023-12-25,864.35,Premium
753,741,2023-04-10,417.12,Premium
754,781,2025-11-08,702.3,Premium
755,588,2024-03-11,1509.09,Claim Payout
756,726,2021-03-11,1501.9,Premium
757,943,2020-07-06,689.68,Premium
758,997,2021-11-03,1235.46,Claim Payout
759,376,2025-07-09,587.5,Premium
760,1182,2021-07-29,1491.51,Premium
761,204,2024-08-03,1085.83,Refund
762,989,2021-03-14,1332.37,Premium
763,661,2022-11-07,399.72,Refund
764,75,2022-03-13,1237.17,Premium
765,741,2022-02-07,997.31,Premium
766,304,2021-05-09,1298.18,Premium
767,1086,2024-05-28,1320.2,Premium
768,570,2022-06-02,1023.02,Refund
769,786,2025-02-15,789.71,Premium
770,1132,2022-02-19,1272.89,Claim Payout
771,987,2023-10-16,978.95,Refund
772,229,2021-03-17,694.53,Premium
773,1072,2024-08-24,677.95,Refund
774,268,2020-07-09,482.99,Premium
775,727,2021-05-19,821.4,Premium
776,802,2025-01-19,1385.94,Refund
777,254,2025-02-16,1062.24,Premium
778,957,2025-08-27,814.58,Premium
779,870,2021-07-05,1281.7,Premium
780,87,2025-08-05,708.63,Premium
781,1049,2020-01-18,1033.37,Premium
782,222,2025-12-12,937.13,Premium
783,990,2020-07-17,1272.7,Premium
784,397,2024-11-07,447.97,Premium
785,938,2025-06-01,702.43,Premium
786,511,2025-09-13,426.61,Premium
787,561,2021-12-26,909.14,Premium
788,846,2021-12-12,1424.0,Refund
789,440,2021-06-09,823.09,Premium
790,1199,2021-02-28,821.26,Premium
791,311,2024-05-05,1305.1,Premium
792,35,2023-08-11,1373.99,Premium
793,217,2025-08-26,969.0,Premium
794,721,2024-04-24,1239.65,Claim Payout
795,1016,2024-09-10,623.07,Claim Payout
796,519,2022-10-13,1482.29,Refund
797,269,2023-01-25,1752.05,Claim Payout
798,638,2024-06-17,1182.43,Premium
799,475,2023-11-05,270.48,Premium
800,90,2023-04-19,804.62,Premium
801,1066,2025-01-28,1214.49,Premium
802,982,2021-06-30,852.48,Claim Payout
803,288,2021-07-19,1445.27,Premium
804,481,2024-08-17,1205.86,Claim Payout
805,637,2025-09-29,752.73,Premium
806,501,2023-05-09,1011.29,Refund
807,52,2023-07-09,687.16,Premium
808,103,2022-06-09,936.1,Premium
809,699,2022-04-02,805.89,Premium
810,1038,2022-05-08,1411.17,Refund
811,470,2023-04-05,1740.6,Claim Payout
812,427,2023-11-15,499.08,Premium
813,110,2021-06-27,326.87,Premium
814,515,2021-12-29,914.19,Premium
815,68,2025-08-25,468.55,Claim Payout
816,389,2023-08-13,1016.17,Premium
817,308,2021-04-17,1262.13,Premium
818,1090,2023-12-13,1522.95,Premium
819,460,2025-05-21,1070.49,Premium
820,347,2024-09-05,932.4,Premium
821,325,2025-12-26,307.57,Premium
822,667,2023-03-17,1009.16,Claim Payout
823,1057,2024-09-26,1024.95,Claim Payout
824,68,2020-02-22,1223.63,Premium
825,187,2025-11-11,752.03,Claim Payout
826,192,2021-03-12,847.73,Premium
827,428,2020-04-13,482.7,Premium
828,1132,2024-04-09,198.05,Premium
829,216,2021-08-18,612.03,Premium
830,177,2020-08-05,450.39,Refund
831,561,2020-08-19,1117.85,Premium
832,881,2022-03-29,818.65,Premium
833,626,2022-12-29,811.62,Refund
834,607,2021-10-21,655.46,Premium
835,179,2023-03-19,131.4,Refund
836,395,2022-10-23,1527.91,Premium
837,1169,2021-08-22,649.91,Premium
838,876,2020-09-11,855.65,Claim Payout
839,962,2023-04-23,490.79,Premium
840,198,2022-04-15,1340.18,Premium
841,969,2020-05-12,1050.2,Premium
842,1108,2024-01-09,710.77,Premium
843,669,2025-01-27,862.72,Claim Payout
844,1109,2021-02-23,1587.36,Premium
845,457,2022-07-07,974.46,Premium
846,72,2024-05-11,936.39,Claim Payout
847,223,2022-08-31,670.52,Premium
848,276,2025-09-23,336.9,Premium
849,573,2023-03-24,943.99,Premium
850,924,2020-07-11,1113.92,Refund
851,471,2024-04-11,1384.85,Premium
852,454,2024-05-06,213.03,Premium
853,969,2024-09-02,606.22,Premium
854,7,2023-07-04,796.74,Premium
855,188,2020-08-08,998.78,Premium
856,4,2020-02-23,949.24,Premium
857,907,2022-10-26,957.41,Premium
858,1149,2022-04-11,1142.83,Premium
859,1039,2024-12-19,683.85,Premium
860,960,2022-07-12,1326.95,Refund
861,525,2024-02-15,1151.71,Premium
862,630,2022-03-15,888.06,Premium
863,775,2022-03-03,1560.32,Premium
864,360,2023-04-19,1544.75,Premium
865,518,2025-01-12,1326.51,Premium
866,1054,2021-12-27,56.49,Premium
867,921,2020-11-01,1552.63,Premium
868,1180,2022-02-04,1278.17,Claim Payout
869,852,2021-12-12,1702.24,Premium
870,935,2025-10-05,1433.11,Refund
871,901,2021-05-03,1552.42,Premium
872,399,2024-03-25,1307.53,Claim Payout
873,168,2020-06-15,1472.04,Premium
874,377,2024-10-21,1697.94,Premium
875,607,2023-02-17,1075.79,Claim Payout
876,1011,2022-12-18,449.72,Premium
877,589,2021-06-16,892.39,Premium
878,1195,2021-10-21,1136.48,Premium
879,1178,2022-11-10,1026.21,Refund
880,48,2020-01-24,563.7,Premium
881,1025,2023-09-15,429.13,Claim Payout
882,1131,2025-03-25,740.59,Premium
883,173,2021-09-26,1282.71,Premium
884,506,2020-06-12,1553.12,Premium
885,1154,2021-09-21,1320.8,Premium
886,398,2023-08-14,1370.1,Premium
887,294,2020-07-27,971.71,Premium
888,552,2023-05-18,390.27,Premium
889,850,2025-07-02,840.67,Premium
890,1040,2024-01-06,909.43,Premium
891,885,2020-10-25,826.03,Refund
892,1004,2023-07-25,1019.14,Premium
893,134,2025-11-22,1154.5,Refund
894,771,2022-06-19,1298.56,Premium
895,508,2022-01-23,902.66,Claim Payout
896,1090,2025-11-02,333.68,Premium
897,480,2020-10-06,830.99,Premium
898,863,2025-08-31,1015.3,Refund
899,459,2021-10-14,1427.98,Claim Payout
900,626,2024-08-30,801.27,Premium
901,159,2024-07-10,1179.39,Premium
902,161,2021-01-11,1101.53,Premium
903,940,2023-12-02,1015.37,Premium
904,155,2022-06-25,1325.69,Claim Payout
905,486,2022-05-23,768.71,Premium
906,432,2023-09-21,798.68,Refund
907,1051,2023-09-18,995.83,Premium
908,1004,2024-01-17,775.95,Refund
909,1036,2023-04-17,1177.8,Claim Payout
910,67,2022-06-13,750.38,Premium
911,542,2025-12-12,1079.21,Premium
912,96,2025-04-29,964.94,Refund
913,215,2020-02-06,1075.22,Premium
914,194,2021-04-14,839.09,Premium
915,885,2023-11-18,881.32,Premium
916,39,2024-12-30,1033.6,Premium
917,939,2022-09-11,1070.73,Refund
918,939,2022-09-25,998.53,Premium
919,206,2020-06-12,1596.88,Claim Payout
920,942,2023-08-07,653.24,Premium
921,555,2024-04-11,977.53,Premium
922,484,2021-04-09,449.23,Premium
923,771,2024-04-29,1130.23,Premium
924,249,2022-11-16,609.66,Premium
925,1098,2023-03-04,902.59,Premium
926,373,2020-04-11,869.78,Premium
927,879,2025-10-18,1098.31,Claim Payout
928,835,2024-03-15,806.52,Premium
929,871,2025-10-07,791.64,Premium
930,702,2025-09-14,1502.55,Refund
931,138,2024-12-30,1099.6,Premium
932,948,2025-06-16,803.63,Premium
933,457,2020-06-28,912.21,Premium
934,814,2023-04-29,1575.87,Premium
935,823,2022-02-27,917.69,Premium
936,942,2023-08-05,758.75,Premium
937,444,2025-10-05,760.25,Premium
938,353,2020-12-03,807.81,Premium
939,996,2021-01-28,791.93,Claim Payout
940,794,2021-11-16,552.12,Premium
941,411,2025-12-24,606.53,Premium
942,678,2020-01-31,709.74,Premium
943,453,2020-09-25,1207.05,Claim Payout
944,419,2022-05-13,866.57,Premium
945,450,2022-05-23,927.49,Premium
946,995,2024-10-03,1444.53,Claim Payout
947,1139,2021-03-01,1453.25,Premium
948,51,2022-04-22,901.26,Premium
949,210,2024-11-17,779.2,Premium
950,888,2020-10-22,697.45,Premium
951,998,2021-09-21,1242.47,Refund
952,993,2020-04-07,928.35,Premium
953,850,2025-02-23,864.73,Premium
954,627,2023-09-20,715.22,Premium
955,679,2020-06-04,730.62,Claim Payout
956,777,2020-12-24,1112.02,Premium
957,663,2020-10-27,539.6,Premium
958,268,2020-08-10,1348.2,Premium
959,116,2021-12-30,813.15,Premium
960,754,2022-10-28,947.63,Premium
961,1064,2020-10-15,532.06,Premium
962,182,2022-07-21,995.67,Premium
963,903,2022-11-25,885.09,Premium
964,1143,2024-07-27,982.47,Premium
965,946,2024-05-08,1515.1,Premium
966,258,2025-01-21,1062.19,Premium
967,509,2024-07-14,721.87,Claim Payout
968,92,2024-11-08,751.04,Premium
969,1185,2023-07-19,1208.3,Premium
970,149,2020-03-10,1454.54,Premium
971,117,2024-05-14,1098.67,Claim Payout
972,458,2021-04-29,1241.05,Premium
973,565,2025-12-30,1213.41,Premium
974,814,2020-01-25,1496.67,Premium
975,45,2020-09-16,317.64,Premium
976,774,2020-07-05,1233.53,Refund
977,234,2020-10-24,1344.31,Premium
978,197,2024-01-05,531.45,Premium
979,25,2025-08-21,690.02,Refund
980,395,2021-03-10,702.23,Premium
981,714,2023-04-02,744.92,Claim Payout
982,1060,2023-05-19,831.4,Premium
983,223,2020-12-20,1084.91,Premium
984,864,2023-02-27,1302.99,Refund
985,530,2024-11-27,1378.46,Premium
986,257,2024-04-11,706.76,Refund
987,654,2024-06-06,704.35,Premium
988,1160,2020-05-06,1460.54,Premium
989,591,2025-04-25,1226.36,Premium
990,444,2021-10-02,1029.0,Premium
991,418,2025-12-25,1165.67,Premium
992,574,2022-06-19,989.57,Premium
993,129,2021-07-12,1183.6,Claim Payout
994,1011,2024-05-20,882.38,Premium
995,341,2023-04-23,1094.08,Premium
996,810,2021-08-13,471.31,Premium
997,992,2023-05-05,759.28,Premium
998,100,2024-03-08,763.05,Premium
999,39,2020-02-15,868.96,Premium
1000,263,2021-08-02,675.72,Refund
1001,150,2021-05-19,813.26,Claim Payout
1002,690,2020-06-20,469.96,Premium
1003,813,2020-01-21,1192.05,Premium
1004,1144,2024-06-02,971.12,Premium
1005,219,2020-12-14,403.18,Premium
1006,906,2023-06-02,707.81,Premium
1007,1147,2022-05-10,1117.81,Premium
1008,244,2023-11-09,809.94,Premium
1009,886,2022-05-17,756.07,Premium
1010,587,2024-08-17,973.89,Refund
1011,518,2025-09-30,1120.26,Premium
1012,1045,2021-08-06,497.28,Premium
1013,190,2021-10-21,1192.54,Premium
1014,915,2022-01-23,719.9,Claim Payout
1015,615,2022-06-23,993.73,Claim Payout
1016,856,2022-11-01,987.6,Premium
1017,466,2022-03-06,815.53,Premium
1018,99,2021-04-14,641.72,Claim Payout
1019,830,2022-01-12,900.01,Premium
1020,997,2020-08-10,1568.87,Refund
1021,1107,2025-03-04,523.41,Refund
1022,56,2020-10-26,1592.31,Premium
1023,1046,2023-04-05,909.1,Premium
1024,580,2020-10-02,1012.38,Premium
1025,185,2022-10-23,619.65,Premium
1026,522,2021-02-06,730.06,Refund
1027,264,2022-03-19,823.98,Claim Payout
1028,1062,2025-06-18,634.01,Premium
1029,1003,2023-09-17,926.88,Premium
1030,123,2024-01-02,857.54,Premium
1031,1180,2021-06-09,1647.77,Premium
1032,301,2022-08-18,591.91,Premium
1033,833,2021-02-13,1035.94,Premium
1034,1091,2023-03-13,1086.75,Premium
1035,645,2020-10-12,625.39,Premium
1036,874,2022-03-03,1240.39,Claim Payout
1037,394,2023-07-25,860.59,Premium
1038,661,2025-06-13,127.66,Refund
1039,1155,2025-01-19,1230.95,Premium
1040,69,2023-09-06,609.07,Premium
1041,762,2023-06-06,633.28,Refund
1042,320,2021-09-16,1240.77,Premium
1043,177,2024-02-01,878.49,Premium
1044,584,2023-07-19,1321.22,Premium
1045,1184,2024-10-20,1423.56,Premium
1046,582,2021-11-21,774.28,Premium
1047,1159,2020-01-20,1277.64,Claim Payout
1048,111,2023-07-06,735.59,Premium
1049,999,2022-10-05,1781.59,Premium
1050,758,2022-06-26,757.47,Claim Payout
1051,283,2024-11-21,1359.13,Premium
1052,194,2023-02-07,1295.33,Premium
1053,967,2024-01-12,1110.63,Premium
1054,1071,2021-07-04,765.31,Premium
1055,978,2023-09-20,947.01,Premium
1056,342,2025-05-19,246.24,Premium
1057,522,2025-03-10,1078.55,Premium
1058,801,2024-12-29,1122.37,Premium
1059,903,2024-01-09,1046.72,Premium
1060,131,2023-06-05,40.66,Premium
1061,814,2025-06-17,557.03,Premium
1062,61,2021-03-21,738.17,Premium
1063,164,2021-12-20,1102.08,Premium
1064,272,2020-12-01,1101.27,Refund
1065,133,2023-02-23,940.42,Premium
1066,998,2021-07-27,1222.34,Premium
1067,38,2022-03-15,640.82,Premium
1068,617,2022-12-14,1213.58,Premium
1069,474,2020-11-09,1166.16,Premium
1070,59,2020-11-04,1132.14,Refund
1071,589,2020-03-17,936.29,Claim Payout
1072,499,2025-09-08,1640.76,Claim Payout
1073,567,2020-05-07,1172.62,Claim Payout
1074,567,2024-07-17,661.08,Claim Payout
1075,1153,2022-05-21,1086.91,Premium
1076,904,2020-05-30,1263.37,Premium
1077,383,2022-12-03,794.16,Refund
1078,85,2025-04-17,1381.25,Premium
1079,627,2021-08-31,1133.71,Premium
1080,826,2024-02-07,180.13,Premium
1081,293,2024-05-26,1104.89,Premium
1082,1073,2022-07-03,857.89,Premium
1083,1091,2023-04-06,1188.01,Premium
1084,787,2021-07-02,1330.48,Premium
1085,129,2025-03-18,1068.31,Claim Payout
1086,29,2025-08-14,1582.84,Premium
1087,1143,2025-09-21,937.45,Claim Payout
1088,692,2021-01-05,1218.69,Premium
1089,133,2024-06-13,1281.73,Premium
1090,646,2024-01-30,965.93,Premium
1091,689,2025-08-18,1272.57,Premium
1092,534,2020-02-13,791.86,Premium
1093,516,2022-09-05,852.1,Refund
1094,960,2021-11-10,540.63,Refund
1095,165,2025-10-06,1084.49,Claim Payout
1096,927,2021-07-28,1113.84,Premium
1097,933,2025-01-01,1412.74,Premium
1098,557,2021-10-14,1276.9,Premium
1099,680,2022-01-03,900.32,Premium
1100,993,2021-08-21,587.64,Premium
1101,1029,2025-06-03,1151.5,Premium
1102,757,2024-01-09,1388.76,Premium
1103,1105,2020-06-14,1264.31,Premium
1104,855,2022-06-15,1379.57,Premium
1105,493,2025-06-20,925.84,Premium
1106,649,2022-08-07,836.68,Premium
1107,992,2020-09-14,742.08,Premium
1108,628,2022-12-18,980.44,Premium
1109,625,2024-02-22,972.49,Premium
1110,543,2022-08-16,1072.34,Premium
1111,7,2020-06-24,954.75,Premium
1112,954,2022-04-26,953.23,Refund
1113,515,2025-10-22,728.16,Premium
1114,755,2024-01-19,1329.57,Premium
1115,73,2024-05-08,1026.78,Premium
1116,10,2025-04-07,938.94,Claim Payout
1117,562,2025-02-05,738.4,Premium
1118,122,2020-07-09,533.83,Refund
1119,687,2020-06-12,1457.79,Premium
1120,513,2023-08-20,1194.12,Premium
1121,990,2021-02-26,431.63,Refund
1122,441,2025-11-05,1267.1,Premium
1123,1062,2023-01-25,1322.87,Premium
1124,702,2022-12-14,1043.53,Premium
1125,591,2021-12-13,1559.34,Premium
1126,67,2024-03-22,1075.85,Premium
1127,17,2024-03-30,504.11,Premium
1128,368,2024-02-05,1127.81,Premium
1129,904,2020-11-14,1085.71,Claim Payout
1130,721,2025-10-17,788.85,Premium
1131,958,2022-10-27,1200.75,Premium
1132,908,2024-03-21,416.32,Premium
1133,989,2022-07-01,1346.7,Claim Payout
1134,473,2025-10-16,692.66,Premium
1135,115,2024-07-20,655.27,Premium
1136,100,2023-12-16,960.16,Refund
1137,438,2023-11-14,1151.54,Refund
1138,349,2025-06-17,1057.37,Premium
1139,139,2025-05-28,740.07,Premium
1140,828,2020-01-28,822.87,Premium
1141,324,2025-08-17,603.44,Premium
1142,846,2021-07-23,921.36,Claim Payout
1143,294,2024-12-06,1376.26,Claim Payout
1144,968,2021-11-09,998.51,Premium
1145,74,2022-07-31,1300.79,Premium
1146,484,2020-11-11,1509.39,Premium
1147,16,2025-10-08,794.19,Claim Payout
1148,793,2023-02-24,934.7,Premium
1149,516,2022-05-16,1759.92,Premium
1150,925,2021-09-07,1505.52,Premium
1151,1151,2022-02-04,414.66,Premium
1152,824,2021-10-06,1135.5,Premium
1153,518,2024-01-23,1000.2,Refund
1154,129,2021-04-29,1289.26,Refund
1155,511,2022-08-01,739.26,Premium
1156,423,2024-08-25,706.14,Premium
1157,385,2023-09-14,763.38,Claim Payout
1158,232,2021-04-09,799.83,Premium
1159,959,2025-05-26,1285.36,Premium
1160,825,2025-05-15,586.58,Claim Payout
1161,65,2025-05-16,782.09,Refund
1162,833,2022-05-13,373.85,Refund
1163,615,2021-10-22,1352.49,Premium
1164,801,2024-08-10,1444.86,Premium
1165,278,2020-04-01,885.52,Premium
1166,366,2022-09-25,895.72,Premium
1167,516,2020-06-25,1158.63,Refund
1168,439,2021-06-07,1516.07,Premium
1169,428,2021-10-21,1143.01,Premium
1170,729,2021-07-05,755.86,Premium
1171,396,2025-09-30,433.41,Premium
1172,586,2020-06-09,609.71,Claim Payout
1173,375,2021-08-24,1025.63,Premium
1174,948,2020-08-17,770.64,Premium
1175,93,2021-11-12,1068.24,Premium
1176,321,2022-11-23,806.48,Premium
1177,1034,2022-01-07,629.65,Premium
1178,914,2025-10-17,588.04,Premium
1179,917,2024-07-18,1546.82,Premium
1180,95,2020-03-17,1311.15,Refund
1181,959,2023-03-07,1605.68,Premium
1182,1131,2020-12-17,1188.98,Premium
1183,71,2022-06-06,849.5,Premium
1184,664,2025-01-13,1463.17,Premium
1185,969,2025-04-14,988.43,Premium
1186,587,2025-05-26,1077.29,Premium
1187,727,2021-11-29,985.01,Premium
1188,368,2022-06-17,31.42,Refund
1189,51,2024-08-09,1561.66,Claim Payout
1190,1167,2021-08-07,1171.85,Refund
1191,988,2022-01-14,1115.44,Premium
1192,1191,2025-09-23,978.38,Premium
1193,260,2022-12-19,1057.2,Claim Payout
1194,158,2021-11-17,790.95,Premium
1195,99,2023-11-04,1215.8,Refund
1196,241,2025-01-31,542.52,Premium
1197,202,2020-10-08,1065.12,Premium
1198,634,2022-07-30,1196.55,Refund
1199,1120,2024-03-29,930.47,Refund
1200,746,2024-04-27,1129.8,Refund
1201,490,2021-06-25,653.03,Claim Payout
1202,579,2021-03-20,661.96,Premium
1203,527,2020-03-08,1082.85,Premium
1204,273,2022-04-08,1237.49,Claim Payout
1205,786,2025-11-11,343.8,Premium
1206,453,2025-08-27,1182.71,Premium
1207,1176,2024-09-15,809.88,Premium
1208,347,2021-09-04,932.52,Premium
1209,816,2021-01-29,531.17,Premium
1210,414,2021-12-27,701.93,Premium
1211,431,2025-05-03,1338.14,Claim Payout
1212,379,2020-06-08,1011.5,Premium
1213,998,2025-12-16,866.03,Premium
1214,895,2025-08-23,959.23,Premium
1215,428,2021-04-26,1171.22,Premium
1216,1108,2021-01-16,1154.17,Premium
1217,192,2025-05-29,973.74,Premium
1218,41,2021-06-17,1382.54,Premium
1219,136,2020-01-05,1339.66,Premium
1220,106,2024-11-02,1144.68,Premium
1221,519,2025-11-08,1019.11,Premium
1222,814,2024-09-19,1230.06,Premium
1223,126,2024-02-26,1109.99,Premium
1224,400,2020-06-26,1371.28,Premium
1225,79,2025-12-10,1314.85,Premium
1226,389,2024-10-23,643.61,Claim Payout
1227,74,2022-07-28,619.91,Premium
1228,1029,2025-05-28,754.56,Claim Payout
1229,82,2024-04-10,1341.65,Premium
1230,776,2023-12-06,448.29,Claim Payout
1231,991,2021-02-04,1138.17,Premium
1232,278,2024-10-08,1126.89,Refund
1233,840,2021-07-02,1406.93,Premium
1234,224,2022-11-08,1063.12,Premium
1235,1092,2025-05-08,529.88,Premium
1236,606,2022-08-10,664.23,Premium
1237,19,2020-12-09,586.3,Refund
1238,640,2023-03-06,811.72,Premium
1239,97,2024-07-31,935.98,Claim Payout
1240,1076,2022-11-21,592.1,Premium
1241,175,2022-02-13,1514.73,Premium
1242,1139,2020-01-23,536.15,Premium
1243,348,2020-01-30,1471.14,Premium
1244,1,2025-11-10,1414.81,Premium
1245,63,2021-04-27,1314.41,Refund
1246,226,2025-10-29,757.18,Refund
1247,423,2020-01-30,1119.86,Claim Payout
1248,1043,2024-03-16,552.92,Premium
1249,31,2022-04-21,1318.82,Premium
1250,845,2023-07-17,974.11,Premium
1251,633,2024-08-01,856.74,Premium
1252,24,2024-01-23,571.69,Refund
1253,837,2021-03-12,132.87,Premium
1254,983,2021-09-25,636.51,Premium
1255,161,2024-10-11,1389.48,Premium
1256,114,2022-11-04,859.01,Premium
1257,504,2022-12-06,940.73,Claim Payout
1258,955,2024-09-30,1229.44,Premium
1259,357,2024-02-06,1631.98,Premium
1260,169,2023-02-02,1463.75,Refund
1261,969,2024-06-15,659.68,Premium
1262,242,2022-04-14,320.1,Premium
1263,139,2024-08-19,1825.86,Premium
1264,97,2025-05-30,1794.15,Premium
1265,147,2022-01-02,1065.96,Premium
1266,1081,2024-02-25,555.33,Refund
1267,1066,2025-06-04,1337.13,Premium
1268,866,2022-11-05,962.21,Premium
1269,543,2023-06-10,960.46,Claim Payout
1270,692,2023-11-11,1313.06,Refund
1271,1026,2024-06-18,1117.03,Premium
1272,1162,2021-07-19,584.96,Premium
1273,904,2021-05-02,886.34,Premium
1274,730,2022-07-30,1231.4,Premium
1275,331,2025-01-03,1178.59,Premium
1276,617,2021-10-24,1091.71,Premium
1277,404,2021-02-14,1326.7,Premium
1278,508,2022-05-28,873.4,Premium
1279,1151,2025-09-13,1062.53,Premium
1280,1039,2024-06-28,181.45,Premium
1281,226,2023-10-18,842.62,Premium
1282,984,2020-08-01,1267.37,Premium
1283,865,2021-10-20,863.36,Premium
1284,1129,2024-05-12,836.82,Premium
1285,745,2020-01-22,635.49,Premium
1286,493,2021-01-08,1351.18,Premium
1287,319,2021-08-18,1191.96,Premium
1288,773,2025-04-15,1288.9,Claim Payout
1289,452,2024-11-18,395.83,Claim Payout
1290,944,2020-12-27,943.84,Premium
1291,848,2020-09-19,901.96,Claim Payout
1292,1017,2022-12-13,901.8,Premium
1293,884,2022-06-27,784.39,Premium
1294,419,2024-02-27,878.86,Claim Payout
1295,865,2020-11-23,1297.38,Premium
1296,789,2020-06-03,330.5,Premium
1297,495,2024-04-23,1622.05,Premium
1298,1063,2024-06-29,1169.34,Premium
1299,162,2025-11-04,985.18,Premium
1300,121,2023-03-19,1317.39,Premium
1301,399,2020-08-23,491.86,Premium
1302,728,2021-12-18,767.35,Premium
1303,561,2025-07-17,957.62,Premium
1304,604,2024-12-03,1477.95,Claim Payout
1305,1153,2020-02-13,983.73,Refund
1306,540,2022-04-06,1157.52,Premium
1307,356,2025-10-23,793.65,Premium
1308,660,2023-03-17,1170.39,Refund
1309,432,2022-03-08,1587.03,Premium
1310,1089,2020-05-17,1348.43,Premium
1311,563,2025-09-22,971.49,Premium
1312,817,2025-10-13,1236.42,Claim Payout
1313,1098,2022-08-06,1202.13,Premium
1314,711,2021-11-25,1177.31,Premium
1315,12,2020-05-27,1389.18,Premium
1316,239,2024-01-13,1386.57,Premium
1317,453,2022-09-06,955.49,Premium
1318,383,2020-01-02,1224.66,Premium
1319,782,2021-10-06,865.92,Premium
1320,48,2020-12-21,676.92,Premium
1321,317,2023-02-04,905.68,Premium
1322,209,2024-06-24,973.3,Refund
1323,1143,2023-12-17,418.45,Claim Payout
1324,577,2024-06-06,1301.12,Premium
1325,315,2024-07-18,31.44,Premium
1326,754,2022-03-31,1950.19,Premium
1327,1060,2025-10-21,1525.66,Premium
1328,915,2020-03-03,908.65,Premium
1329,755,2020-10-08,1003.3,Premium
1330,554,2021-01-04,1106.04,Premium
1331,403,2023-03-11,793.79,Premium
1332,1131,2023-11-26,1067.42,Claim Payout
1333,39,2023-11-24,949.6,Premium
1334,581,2023-02-06,967.0,Premium
1335,180,2022-07-15,1063.51,Premium
1336,12,2022-03-07,540.27,Claim Payout
1337,943,2025-02-05,1013.85,Refund
1338,548,2024-07-12,1057.21,Premium
1339,1150,2020-01-20,1045.1,Premium
1340,63,2022-12-05,924.46,Premium
1341,844,2021-12-17,1398.25,Premium
1342,1106,2024-07-25,876.22,Premium
1343,1009,2025-09-04,1079.56,Premium
1344,34,2021-03-12,1454.05,Premium
1345,752,2020-10-23,972.22,Premium
1346,49,2025-08-22,1075.06,Premium
1347,658,2023-04-20,966.27,Premium
1348,701,2023-10-24,1433.08,Premium
1349,1081,2021-04-24,909.8,Refund
1350,109,2025-10-03,1449.17,Premium
1351,985,2022-11-21,963.74,Claim Payout
1352,24,2022-10-21,699.19,Premium
1353,221,2024-12-18,1237.78,Claim Payout
1354,315,2024-03-24,893.37,Claim Payout
1355,294,2025-06-03,1217.18,Premium
1356,1034,2022-09-23,44.71,Claim Payout
1357,1020,2023-10-23,1001.82,Premium
1358,1018,2025-02-22,839.14,Premium
1359,638,2025-03-02,627.86,Premium
1360,267,2020-04-22,806.37,Premium
1361,88,2025-05-28,799.2,Premium
1362,455,2021-04-21,983.2,Refund
1363,1172,2022-11-22,521.44,Premium
1364,757,2020-10-03,1110.7,Premium
1365,431,2024-04-16,1478.18,Premium
1366,911,2022-06-21,1098.32,Premium
1367,242,2022-07-30,1283.15,Premium
1368,702,2023-07-17,1383.1,Claim Payout
1369,902,2024-08-16,1432.77,Premium
1370,741,2023-12-17,1654.55,Premium
1371,66,2025-10-16,825.28,Claim Payout
1372,972,2020-02-09,748.53,Premium
